Batch ID,Job Order Number,Printing Date/Time,Printer Operator ID,Ink Type,Paper Type,No. of Sheets Used,No. of Cards Printed,No. of Half Cards,No. of Quarter Cards,Accepted Cards,Rejected Cards,Color Matching Data,Quality Control Result (Printing),Printing QC - Alignment,Printing QC - Color Accuracy,Printing QC - Material Integrity,Lamination Date/Time,Lamination Operator ID,Chip Type,Embedding Errors,Chip Serial Numbers,Quality Control Result (Embedding),Embedding QC - Chip Functionality,Embedding QC - Alignment,Network Data,Encryption Key,Laser Engraving Serial,ICCID,Personalization Operator ID,Quality Control Result (Personalization),Personalization QC - Data Accuracy,Personalization QC - Laser Engraving,Audit Trail Logs,PO_number
Batch_265,JO_00265,2022-05-09 ,Operator_28,UV Ink,PET,38,1444,1134,310,293,1151,Match_Poor,Pass,Pass,Pass,Pass,2022-05-16 ,Operator_96,Type1,2,Chip_328645,Pass,Pass,Pass,UMTS,Key_2825,Serial_1421,ICCID_130893,Operator_140,Pass,Pass,Pass,Log_69994,PO-0045
Batch_266,JO_00266,2022-05-10 ,Operator_25,UV Ink,PET,48,1728,1524,204,354,1374,Match_Good,Pass,Pass,Pass,Pass,2022-05-12 ,Operator_58,Type1,2,Chip_853410,Pass,Pass,Pass,GPRS,Key_1822,Serial_8124,ICCID_635404,Operator_123,Pass,Pass,Pass,Log_44270,PO-0046
Batch_267,JO_00267,2022-05-10 ,Operator_23,Metallic Ink,PET,27,1053,877,176,450,603,Match_Good,Pass,Pass,Pass,Pass,2022-05-15 ,Operator_75,Type3,4,Chip_939879,Pass,Pass,Pass,GPRS,Key_8331,Serial_9371,ICCID_329895,Operator_115,Pass,Passed,Pass,Log_18589,PO-0047
Batch_268,JO_00268,2022-05-11 ,Operator_31,UV Ink,Composite Materials,21,441,332,109,242,199,Match_Fair,Pass,Pass,Pass,Pass,2022-05-17 ,Operator_69,Type1,3,Chip_416400,Pass,Pass,Pass,UMTS,Key_1468,Serial_3624,ICCID_782204,Operator_113,Pass,Pass,Pass,Log_98464,PO-0048
Batch_269,JO_00269,2022-05-11 ,Operator_30,Metallic Ink,PET,28,1064,209,855,975,89,Match_Poor,Pass,Pass,Pass,Pass,2022-05-14 ,Operator_69,Type1,4,Chip_398301,Pass,Fail,Pass,GPRS,Key_3262,Serial_2443,ICCID_483827,Operator_101,Pass,Pass,Pass,Log_21507,PO-0049
Batch_270,JO_00270,2022-05-12 ,Operator_42,Metallic Ink,PVC,31,1116,935,181,583,533,Match_Fair,Pass,Pass,Pass,Pass,2022-05-14 ,Operator_62,Type2,3,Chip_832830,Pass,Pass,Pass,UMTS,Key_3666,Serial_1829,ICCID_869553,Operator_137,Pass,Pass,Pass,Log_63309,PO-0050
Batch_271,JO_00271,2022-05-12 ,Operator_35,UV Ink,Composite Materials,24,888,254,634,404,484,Match_Fair,Pass,Pass,Pass,Pass,2022-05-17 ,Operator_59,Type2,1,Chip_489068,Pass,Pass,Pass,GPRS,Key_7212,Serial_7593,ICCID_858573,Operator_124,Pass,Pass,Fail,Log_12759,PO-0051
Batch_272,JO_00272,2022-05-12 ,Operator_7,UV Ink,PVC,10,360,185,175,340,20,Match_Good,Pass,Pass,Pass,Pass,2022-05-19 ,Operator_91,Type1,2,Chip_465767,Pass,Pass,Pass,GSM,Key_6223,Serial_4564,ICCID_991772,Operator_144,Pass,Pass,Pass,Log_31693,PO-0052
Batch_273,JO_00273,2022-05-13 ,Operator_16,Offset Ink,PVC,11,231,183,48,215,16,Match_Poor,Pass,Pass,Pass,Pass,2022-05-21 ,Operator_79,Type3,0,Chip_212919,Pass,Pass,Pass,GSM,Key_9512,Serial_2802,ICCID_199969,Operator_101,Pass,Pass,Pass,Log_86942,PO-0053
Batch_274,JO_00274,2022-05-13 ,Operator_26,Offset Ink,Composite Materials,17,646,382,264,560,86,Match_Fair,Pass,Pass,Pass,Pass,2022-05-16 ,Operator_77,Type3,2,Chip_267491,Pass,Pass,Pass,GSM,Key_8764,Serial_3671,ICCID_896650,Operator_145,Passed,Fail,Pass,Log_93641,PO-0054
Batch_275,JO_00275,2022-05-14 ,Operator_48,Offset Ink,PVC,31,620,473,147,320,300,Match_Good,Pass,Pass,Pass,Pass,2022-05-22 ,Operator_55,Type1,3,Chip_381663,Pass,Pass,Pass,UMTS,Key_1939,Serial_3185,ICCID_578638,Operator_145,Pass,Pass,Pass,Log_71150,PO-0055
Batch_276,JO_00276,2022-05-14 ,Operator_49,Metallic Ink,PET,34,1020,936,84,497,523,Match_Good,Pass,Pass,Fail,Pass,2022-05-20 ,Operator_76,Type1,2,Chip_242097,Pass,Pass,Pass,UMTS,Key_3346,Serial_5099,ICCID_341200,Operator_113,Pass,Pass,Pass,Log_77990,PO-0056
Batch_277,JO_00277,2022-05-15 ,Operator_2,UV Ink,Composite Materials,11,319,260,59,192,127,Match_Perfect,Pass,Fail,Pass,Pass,2022-05-22 ,Operator_80,Type1,0,Chip_205706,Pass,Pass,Pass,UMTS,Key_4145,Serial_8989,ICCID_206937,Operator_138,Pass,Pass,Pass,Log_38449,PO-0057
Batch_278,JO_00278,2022-05-15 ,Operator_1,Metallic Ink,PVC,18,432,362,70,267,165,Match_Poor,Pass,Pass,Pass,Pass,2022-05-19 ,Operator_64,Type1,1,Chip_496711,Pass,Pass,Pass,GPRS,Key_7420,Serial_7054,ICCID_612343,Operator_117,Pass,Pass,Pass,Log_69542,PO-0058
Batch_279,JO_00279,2022-05-16 ,Operator_48,UV Ink,PET,18,630,422,208,219,411,Match_Poor,Pass,Pass,Fail,Pass,2022-05-21 ,Operator_83,Type2,1,Chip_904153,Pass,Pass,Pass,UMTS,Key_9332,Serial_1465,ICCID_578954,Operator_130,Pass,Pass,Pass,Log_26596,PO-0059
Batch_280,JO_00280,2022-05-16 ,Operator_12,Metallic Ink,PET,22,528,447,81,417,111,Match_Perfect,Pass,Pass,Pass,Pass,2022-05-19 ,Operator_85,Type2,3,Chip_121472,Pass,Pass,Pass,UMTS,Key_8275,Serial_9191,ICCID_610727,Operator_120,Pass,Pass,Pass,Log_21465,PO-0060
Batch_281,JO_00281,2022-05-17 ,Operator_5,Offset Ink,PVC,15,465,312,153,401,64,Match_Fair,Pass,Pass,Pass,Pass,2022-05-25 ,Operator_61,Type1,2,Chip_361242,Pass,Pass,Pass,GSM,Key_2051,Serial_5669,ICCID_826293,Operator_142,Pass,Pass,Pass,Log_93733,PO-0021
Batch_282,JO_00282,2022-05-17 ,Operator_37,Offset Ink,PET,39,897,413,484,460,437,Match_Good,Pass,Pass,Pass,Pass,2022-05-26 ,Operator_54,Type3,3,Chip_368340,Pass,Pass,Pass,UMTS,Key_5253,Serial_8196,ICCID_444673,Operator_105,Pass,Pass,Pass,Log_73657,PO-0022
Batch_283,JO_00283,2022-05-18 ,Operator_32,Offset Ink,Composite Materials,24,600,381,219,404,196,Match_Good,Pass,Pass,Pass,Pass,2022-05-20 ,Operator_83,Type2,2,Chip_688826,Pass,Pass,Pass,GPRS,Key_6225,Serial_8562,ICCID_630911,Operator_141,Pass,Pass,Pass,Log_14016,PO-0023
Batch_284,JO_00284,2022-05-18 ,Operator_9,Metallic Ink,PVC,24,912,876,36,636,276,Match_Good,Pass,Pass,Pass,Pass,2022-05-26 ,Operator_56,Type1,4,Chip_208917,Pass,Pass,Fail,GSM,Key_2369,Serial_8891,ICCID_286776,Operator_105,Pass,Pass,Pass,Log_89771,PO-0024
Batch_285,JO_00285,2022-05-19 ,Operator_41,UV Ink,PET,16,448,439,9,333,115,Match_Perfect,Pass,Pass,Pass,Pass,2022-05-28 ,Operator_78,Type3,3,Chip_751299,Pass,Pass,Pass,GSM,Key_6293,Serial_8642,ICCID_412006,Operator_146,Pass,Pass,Pass,Log_37559,PO-0025
Batch_286,JO_00286,2022-05-19 ,Operator_35,UV Ink,PET,20,620,498,122,459,161,Match_Good,Pass,Pass,Pass,Pass,2022-05-24 ,Operator_60,Type2,2,Chip_528995,Pass,Pass,Pass,GPRS,Key_7680,Serial_7786,ICCID_749805,Operator_137,Pass,Pass,Pass,Log_29478,PO-0026
Batch_287,JO_00287,2022-05-20 ,Operator_19,Offset Ink,PVC,49,1666,1212,454,1556,110,Match_Fair,Pass,Pass,Pass,Pass,2022-05-27 ,Operator_86,Type2,4,Chip_151811,Pass,Pass,Pass,UMTS,Key_7803,Serial_6147,ICCID_546620,Operator_116,Pass,Pass,Pass,Log_94395,PO-0027
Batch_288,JO_00288,2022-05-20 ,Operator_48,Offset Ink,PVC,47,1645,1233,412,1242,403,Match_Fair,Pass,Pass,Pass,Pass,2022-05-26 ,Operator_99,Type1,3,Chip_895788,Pass,Pass,Pass,GSM,Key_7832,Serial_4187,ICCID_929412,Operator_121,Pass,Pass,Pass,Log_80209,PO-0028
Batch_289,JO_00289,2022-05-21 ,Operator_16,Offset Ink,PVC,49,1568,685,883,908,660,Match_Perfect,Pass,Pass,Pass,Pass,2022-05-26 ,Operator_76,Type3,1,Chip_539218,Pass,Pass,Pass,GSM,Key_6073,Serial_6556,ICCID_559748,Operator_134,Pass,Pass,Pass,Log_28704,PO-0029
Batch_290,JO_00290,2022-05-21 ,Operator_3,Offset Ink,PVC,11,286,202,84,258,28,Match_Fair,Pass,Pass,Pass,Pass,2022-05-24 ,Operator_80,Type1,4,Chip_594255,Pass,Pass,Pass,UMTS,Key_5966,Serial_1751,ICCID_273024,Operator_146,Pass,Pass,Pass,Log_90652,PO-0030
Batch_291,JO_00291,2022-05-22 ,Operator_20,UV Ink,Composite Materials,48,1872,1870,2,752,1120,Match_Poor,Pass,Pass,Pass,Pass,2022-05-31 ,Operator_72,Type2,3,Chip_990043,Pass,Pass,Pass,GPRS,Key_5257,Serial_7691,ICCID_743455,Operator_106,Pass,Pass,Pass,Log_12950,PO-0031
Batch_292,JO_00292,2022-05-22 ,Operator_24,Metallic Ink,PVC,19,437,196,241,377,60,Match_Poor,Pass,Pass,Fail,Pass,2022-05-28 ,Operator_55,Type3,0,Chip_203117,Pass,Pass,Pass,UMTS,Key_2417,Serial_3330,ICCID_886384,Operator_142,Pass,Pass,Pass,Log_37065,PO-0032
Batch_293,JO_00293,2022-05-23 ,Operator_33,Metallic Ink,Composite Materials,26,780,776,4,455,325,Match_Good,Pass,Pass,Pass,Pass,2022-05-31 ,Operator_52,Type2,1,Chip_153865,Pass,Pass,Pass,GPRS,Key_9480,Serial_9589,ICCID_173426,Operator_106,Pass,Pass,Pass,Log_90731,PO-0033
Batch_294,JO_00294,2022-05-23 ,Operator_24,Metallic Ink,Composite Materials,16,432,402,30,351,81,Match_Good,Pass,Pass,Fail,Pass,2022-05-30 ,Operator_83,Type1,4,Chip_778500,Pass,Pass,Pass,UMTS,Key_4698,Serial_4670,ICCID_815271,Operator_110,Pass,Pass,Pass,Log_67210,PO-0034
Batch_295,JO_00295,2022-05-24 ,Operator_11,Metallic Ink,PVC,49,1225,657,568,963,262,Match_Poor,Pass,Pass,Pass,Pass,2022-05-29 ,Operator_66,Type1,2,Chip_833806,Pass,Pass,Pass,GSM,Key_6046,Serial_3235,ICCID_850539,Operator_131,Pass,Pass,Pass,Log_89560,PO-0035
Batch_296,JO_00296,2022-05-24 ,Operator_49,Offset Ink,Composite Materials,48,1392,620,772,687,705,Match_Fair,Pass,Fail,Pass,Pass,2022-05-26 ,Operator_57,Type2,0,Chip_270437,Pass,Pass,Pass,UMTS,Key_4986,Serial_9613,ICCID_933822,Operator_106,Pass,Pass,Pass,Log_65278,PO-0036
Batch_297,JO_00297,2022-05-25 ,Operator_8,Offset Ink,PVC,13,338,266,72,328,10,Match_Perfect,Pass,Pass,Pass,Pass,2022-05-28 ,Operator_71,Type1,2,Chip_624466,Pass,Fail,Pass,UMTS,Key_3736,Serial_2665,ICCID_185739,Operator_103,Pass,Pass,Pass,Log_97768,PO-0037
Batch_298,JO_00298,2022-05-25 ,Operator_36,Offset Ink,PVC,44,1144,285,859,450,694,Match_Good,Pass,Pass,Pass,Pass,2022-05-28 ,Operator_85,Type1,0,Chip_969389,Pass,Pass,Pass,GSM,Key_7082,Serial_3162,ICCID_272487,Operator_144,Pass,Pass,Pass,Log_90424,PO-0038
Batch_299,JO_00299,2022-05-26 ,Operator_38,Metallic Ink,PET,45,1035,182,853,733,302,Match_Good,Pass,Fail,Pass,Pass,2022-06-03 ,Operator_96,Type2,3,Chip_316826,Pass,Pass,Pass,GSM,Key_9221,Serial_5558,ICCID_175910,Operator_125,Pass,Pass,Pass,Log_63094,PO-0039
Batch_300,JO_00300,2022-05-26 ,Operator_40,Offset Ink,PVC,40,880,489,391,843,37,Match_Poor,Pass,Pass,Pass,Pass,2022-06-01 ,Operator_72,Type3,3,Chip_481610,Pass,Pass,Pass,GPRS,Key_1210,Serial_6953,ICCID_183140,Operator_120,Pass,Pass,Fail,Log_87831,PO-0040
Batch_301,JO_00301,2022-05-27 ,Operator_20,Offset Ink,PET,34,884,334,550,310,574,Match_Poor,Pass,Pass,Pass,Pass,2022-06-03 ,Operator_98,Type2,2,Chip_844706,Pass,Pass,Pass,GPRS,Key_2515,Serial_5195,ICCID_130219,Operator_135,Pass,Pass,Pass,Log_83541,PO-0041
Batch_302,JO_00302,2022-05-27 ,Operator_35,UV Ink,Composite Materials,22,506,377,129,293,213,Match_Perfect,Pass,Pass,Pass,Pass,2022-05-29 ,Operator_72,Type2,2,Chip_908600,Pass,Pass,Pass,UMTS,Key_4021,Serial_9909,ICCID_323268,Operator_101,Pass,Pass,Pass,Log_37802,PO-0042
Batch_303,JO_00303,2022-05-28 ,Operator_48,UV Ink,PET,27,864,254,610,564,300,Match_Good,Pass,Pass,Pass,Pass,2022-06-06 ,Operator_56,Type3,2,Chip_646849,Pass,Pass,Pass,UMTS,Key_7430,Serial_4101,ICCID_845754,Operator_131,Pass,Pass,Pass,Log_92771,PO-0043
Batch_304,JO_00304,2022-05-28 ,Operator_25,Offset Ink,Composite Materials,30,1170,417,753,913,257,Match_Fair,Pass,Pass,Pass,Pass,2022-06-06 ,Operator_83,Type1,4,Chip_530789,Pass,Pass,Pass,GSM,Key_5372,Serial_1903,ICCID_235252,Operator_114,Pass,Pass,Pass,Log_41988,PO-0044
Batch_305,JO_00305,2022-05-29 ,Operator_35,UV Ink,PVC,10,360,345,15,320,40,Match_Fair,Pass,Pass,Pass,Pass,2022-06-06 ,Operator_89,Type3,1,Chip_680839,Pass,Pass,Pass,GSM,Key_8165,Serial_1765,ICCID_778264,Operator_103,Pass,Pass,Pass,Log_46253,PO-0045
Batch_306,JO_00306,2022-05-29 ,Operator_25,UV Ink,Composite Materials,45,1170,737,433,745,425,Match_Poor,Pass,Pass,Pass,Pass,2022-06-01 ,Operator_93,Type2,2,Chip_123744,Pass,Pass,Pass,UMTS,Key_5530,Serial_2811,ICCID_186604,Operator_116,Pass,Pass,Pass,Log_44781,PO-0046
Batch_307,JO_00307,2022-05-30 ,Operator_29,Offset Ink,Composite Materials,17,612,341,271,517,95,Match_Perfect,Pass,Pass,Pass,Pass,2022-06-06 ,Operator_75,Type3,3,Chip_405661,Pass,Pass,Pass,UMTS,Key_1407,Serial_5174,ICCID_483576,Operator_114,Pass,Pass,Pass,Log_45166,PO-0047
Batch_308,JO_00308,2022-05-30 ,Operator_18,Offset Ink,PVC,30,690,648,42,475,215,Match_Poor,Pass,Pass,Pass,Pass,2022-06-04 ,Operator_68,Type1,3,Chip_958299,Pass,Pass,Pass,UMTS,Key_3276,Serial_9382,ICCID_131265,Operator_103,Pass,Pass,Pass,Log_67171,PO-0048
Batch_309,JO_00309,2022-05-30 ,Operator_46,Offset Ink,Composite Materials,30,900,882,18,562,338,Match_Perfect,Pass,Pass,Pass,Pass,2022-06-06 ,Operator_91,Type3,2,Chip_459149,Pass,Pass,Pass,GPRS,Key_8400,Serial_5941,ICCID_109001,Operator_106,Pass,Pass,Pass,Log_99547,PO-0049
Batch_310,JO_00310,2022-05-31 ,Operator_18,Offset Ink,PVC,36,792,537,255,691,101,Match_Fair,Pass,Pass,Pass,Pass,2022-06-10 ,Operator_85,Type3,2,Chip_824464,Pass,Pass,Pass,UMTS,Key_7753,Serial_4992,ICCID_511455,Operator_109,Pass,Pass,Pass,Log_61601,PO-0050
Batch_311,JO_00311,2022-05-31 ,Operator_2,Metallic Ink,PET,28,840,526,314,574,266,Match_Perfect,Pass,Pass,Pass,Pass,2022-06-09 ,Operator_74,Type2,3,Chip_329072,Pass,Pass,Pass,GSM,Key_2710,Serial_1824,ICCID_398731,Operator_133,Pass,Fail,Pass,Log_73675,PO-0051
Batch_312,JO_00312,2022-06-01 ,Operator_35,Metallic Ink,PVC,32,704,577,127,439,265,Match_Fair,Pass,Pass,Pass,Pass,2022-06-08 ,Operator_90,Type3,4,Chip_211308,Pass,Pass,Pass,UMTS,Key_1825,Serial_5923,ICCID_771736,Operator_141,Pass,Pass,Pass,Log_77099,PO-0052
Batch_313,JO_00313,2022-06-01 ,Operator_16,Offset Ink,PVC,44,1364,348,1016,460,904,Match_Perfect,Pass,Pass,Pass,Pass,2022-06-06 ,Operator_90,Type2,0,Chip_267826,Pass,Pass,Pass,GSM,Key_6545,Serial_5210,ICCID_629967,Operator_112,Pass,Pass,Pass,Log_19805,PO-0053
Batch_314,JO_00314,2022-06-02 ,Operator_41,UV Ink,Composite Materials,49,980,594,386,535,445,Match_Poor,Pass,Pass,Pass,Pass,2022-06-09 ,Operator_73,Type1,3,Chip_226056,Pass,Pass,Pass,GSM,Key_9587,Serial_4353,ICCID_240304,Operator_102,Pass,Pass,Pass,Log_83927,PO-0054
Batch_315,JO_00315,2022-06-02 ,Operator_36,Offset Ink,PET,14,322,198,124,304,18,Match_Fair,Pass,Pass,Pass,Pass,2022-06-10 ,Operator_83,Type3,0,Chip_982978,Pass,Pass,Pass,GPRS,Key_4752,Serial_8160,ICCID_701748,Operator_143,Pass,Pass,Pass,Log_23263,PO-0055
Batch_316,JO_00316,2022-06-03 ,Operator_33,Offset Ink,PVC,17,561,476,85,475,86,Match_Good,Pass,Pass,Pass,Pass,2022-06-06 ,Operator_79,Type3,2,Chip_578449,Pass,Pass,Pass,GSM,Key_9972,Serial_3527,ICCID_234414,Operator_146,Pass,Pass,Pass,Log_30336,PO-0056
Batch_317,JO_00317,2022-06-03 ,Operator_4,UV Ink,PET,20,400,219,181,271,129,Match_Good,Pass,Pass,Pass,Pass,2022-06-07 ,Operator_60,Type2,1,Chip_853516,Pass,Pass,Pass,GPRS,Key_9692,Serial_4862,ICCID_428217,Operator_103,Pass,Pass,Pass,Log_83664,PO-0057
Batch_318,JO_00318,2022-06-04 ,Operator_33,Metallic Ink,PET,25,825,536,289,608,217,Match_Fair,Pass,Pass,Pass,Pass,2022-06-06 ,Operator_65,Type2,2,Chip_813195,Pass,Pass,Pass,UMTS,Key_4312,Serial_6645,ICCID_863808,Operator_113,Pass,Pass,Pass,Log_61844,PO-0058
Batch_319,JO_00319,2022-06-04 ,Operator_14,Offset Ink,Composite Materials,48,1536,1229,307,726,810,Match_Good,Pass,Pass,Pass,Pass,2022-06-09 ,Operator_60,Type1,2,Chip_735680,Pass,Pass,Pass,GSM,Key_8949,Serial_1733,ICCID_204546,Operator_131,Pass,Pass,Pass,Log_28244,PO-0059
Batch_320,JO_00320,2022-06-05 ,Operator_21,Offset Ink,PVC,33,1056,632,424,581,475,Match_Fair,Pass,Pass,Fail,Pass,2022-06-10 ,Operator_76,Type2,2,Chip_878153,Pass,Pass,Pass,UMTS,Key_6738,Serial_8771,ICCID_721401,Operator_109,Pass,Pass,Pass,Log_35302,PO-0060
Batch_321,JO_00321,2022-06-05 ,Operator_48,Metallic Ink,Composite Materials,30,1020,790,230,226,794,Match_Poor,Pass,Pass,Fail,Pass,2022-06-09 ,Operator_90,Type2,3,Chip_784146,Pass,Pass,Pass,UMTS,Key_1229,Serial_3597,ICCID_273195,Operator_140,Pass,Pass,Pass,Log_59339,PO-0021
Batch_322,JO_00322,2022-06-06 ,Operator_20,Metallic Ink,PVC,32,1152,997,155,844,308,Match_Poor,Pass,Pass,Pass,Pass,2022-06-11 ,Operator_79,Type1,3,Chip_133077,Pass,Pass,Pass,GSM,Key_1245,Serial_2208,ICCID_788635,Operator_141,Pass,Pass,Pass,Log_83873,PO-0022
Batch_323,JO_00323,2022-06-06 ,Operator_8,UV Ink,PET,47,1457,1339,118,929,528,Match_Perfect,Pass,Pass,Pass,Pass,2022-06-12 ,Operator_84,Type2,1,Chip_716998,Pass,Pass,Pass,UMTS,Key_9292,Serial_2565,ICCID_749237,Operator_108,Pass,Pass,Pass,Log_96306,PO-0023
Batch_324,JO_00324,2022-06-07 ,Operator_7,Metallic Ink,PVC,17,561,445,116,184,377,Match_Good,Pass,Pass,Pass,Pass,2022-06-15 ,Operator_68,Type2,0,Chip_467725,Pass,Pass,Pass,GSM,Key_3856,Serial_4826,ICCID_986729,Operator_122,Pass,Pass,Pass,Log_50387,PO-0024
Batch_325,JO_00325,2022-06-07 ,Operator_3,Metallic Ink,PVC,16,496,315,181,304,192,Match_Good,Pass,Pass,Pass,Pass,2022-06-10 ,Operator_52,Type2,0,Chip_273733,Pass,Pass,Pass,GSM,Key_8145,Serial_9951,ICCID_303720,Operator_126,Pass,Pass,Pass,Log_78340,PO-0025
Batch_326,JO_00326,2022-06-08 ,Operator_17,Metallic Ink,PET,11,407,293,114,290,117,Match_Good,Pass,Pass,Pass,Pass,2022-06-17 ,Operator_75,Type2,0,Chip_797125,Pass,Pass,Pass,UMTS,Key_8787,Serial_6686,ICCID_946051,Operator_116,Pass,Pass,Pass,Log_20332,PO-0026
Batch_327,JO_00327,2022-06-08 ,Operator_33,UV Ink,PET,39,897,337,560,507,390,Match_Fair,Pass,Pass,Pass,Pass,2022-06-15 ,Operator_71,Type1,2,Chip_341587,Pass,Pass,Pass,GSM,Key_4000,Serial_6094,ICCID_806401,Operator_132,Pass,Pass,Pass,Log_65059,PO-0027
Batch_328,JO_00328,2022-06-09 ,Operator_48,Metallic Ink,PVC,22,726,444,282,266,460,Match_Poor,Pass,Pass,Pass,Pass,2022-06-17 ,Operator_81,Type1,1,Chip_489231,Pass,Pass,Pass,GPRS,Key_5169,Serial_6473,ICCID_533364,Operator_135,Pass,Pass,Pass,Log_50662,PO-0028
Batch_329,JO_00329,2022-06-09 ,Operator_12,Metallic Ink,Composite Materials,32,1216,256,960,694,522,Match_Good,Pass,Pass,Pass,Pass,2022-06-14 ,Operator_72,Type2,2,Chip_200196,Pass,Pass,Pass,GPRS,Key_1256,Serial_4180,ICCID_324329,Operator_136,Pass,Pass,Pass,Log_38356,PO-0029
Batch_330,JO_00330,2022-06-10 ,Operator_22,UV Ink,PVC,38,1216,323,893,1183,33,Match_Perfect,Pass,Pass,Pass,Pass,2022-06-18 ,Operator_59,Type3,1,Chip_404430,Pass,Pass,Fail,UMTS,Key_2126,Serial_7721,ICCID_272972,Operator_101,Pass,Pass,Pass,Log_58111,PO-0030
Batch_331,JO_00331,2022-06-10 ,Operator_22,Metallic Ink,PET,47,1739,666,1073,1368,371,Match_Good,Pass,Pass,Pass,Fail,2022-06-18 ,Operator_77,Type1,4,Chip_291040,Pass,Pass,Pass,GSM,Key_8925,Serial_9116,ICCID_868390,Operator_107,Pass,Pass,Pass,Log_65268,PO-0031
Batch_332,JO_00332,2022-06-11 ,Operator_46,Metallic Ink,Composite Materials,46,1380,484,896,1040,340,Match_Perfect,Pass,Fail,Pass,Pass,2022-06-19 ,Operator_75,Type3,3,Chip_434179,Pass,Pass,Pass,UMTS,Key_6725,Serial_8837,ICCID_585626,Operator_149,Pass,Pass,Pass,Log_61057,PO-0032
Batch_333,JO_00333,2022-06-11 ,Operator_30,UV Ink,PET,29,725,443,282,476,249,Match_Good,Pass,Pass,Pass,Pass,2022-06-15 ,Operator_75,Type2,2,Chip_228809,Pass,Pass,Pass,UMTS,Key_5179,Serial_7581,ICCID_411998,Operator_140,Pass,Pass,Pass,Log_61356,PO-0033
Batch_334,JO_00334,2022-06-12 ,Operator_38,Offset Ink,PET,42,1176,875,301,1095,81,Match_Good,Pass,Pass,Pass,Pass,2022-06-17 ,Operator_77,Type2,4,Chip_580357,Pass,Pass,Pass,GSM,Key_6043,Serial_4414,ICCID_961723,Operator_142,Pass,Pass,Pass,Log_12816,PO-0034
Batch_335,JO_00335,2022-06-12 ,Operator_38,UV Ink,Composite Materials,38,1178,933,245,630,548,Match_Poor,Pass,Pass,Pass,Pass,2022-06-15 ,Operator_60,Type1,0,Chip_572630,Pass,Pass,Pass,UMTS,Key_9723,Serial_9110,ICCID_880753,Operator_148,Pass,Pass,Pass,Log_66000,PO-0035
Batch_336,JO_00336,2022-06-13 ,Operator_45,Metallic Ink,PET,24,912,431,481,522,390,Match_Perfect,Pass,Pass,Pass,Pass,2022-06-15 ,Operator_80,Type3,4,Chip_538586,Pass,Pass,Pass,GSM,Key_5094,Serial_8504,ICCID_231022,Operator_111,Pass,Pass,Pass,Log_61678,PO-0036
Batch_337,JO_00337,2022-06-13 ,Operator_8,Metallic Ink,PET,32,1056,656,400,520,536,Match_Good,Pass,Pass,Pass,Pass,2022-06-23 ,Operator_54,Type1,3,Chip_888673,Pass,Pass,Pass,GSM,Key_1857,Serial_6841,ICCID_579015,Operator_111,Pass,Pass,Pass,Log_68311,PO-0037
Batch_338,JO_00338,2022-06-14 ,Operator_27,Metallic Ink,PET,12,408,367,41,384,24,Match_Perfect,Pass,Pass,Pass,Pass,2022-06-21 ,Operator_71,Type1,3,Chip_811753,Pass,Pass,Pass,UMTS,Key_8328,Serial_4743,ICCID_900349,Operator_113,Pass,Pass,Pass,Log_25712,PO-0038
Batch_339,JO_00339,2022-06-14 ,Operator_27,UV Ink,PET,46,1380,612,768,600,780,Match_Perfect,Pass,Pass,Pass,Pass,2022-06-20 ,Operator_80,Type1,3,Chip_380501,Pass,Pass,Pass,GPRS,Key_8486,Serial_6952,ICCID_799352,Operator_141,Pass,Pass,Pass,Log_80056,PO-0039
Batch_340,JO_00340,2022-06-15 ,Operator_34,Metallic Ink,PET,38,950,431,519,560,390,Match_Poor,Pass,Pass,Pass,Pass,2022-06-24 ,Operator_83,Type2,4,Chip_449590,Pass,Pass,Pass,GPRS,Key_6251,Serial_1141,ICCID_392796,Operator_104,Pass,Pass,Pass,Log_79489,PO-0040
Batch_341,JO_00341,2022-06-15 ,Operator_21,Metallic Ink,PET,17,561,200,361,284,277,Match_Poor,Pass,Pass,Pass,Pass,2022-06-20 ,Operator_93,Type3,0,Chip_898664,Pass,Pass,Pass,GPRS,Key_9076,Serial_9257,ICCID_569297,Operator_125,Pass,Pass,Pass,Log_94063,PO-0041
Batch_342,JO_00342,2022-06-16 ,Operator_30,UV Ink,PET,31,682,274,408,184,498,Match_Perfect,Pass,Pass,Pass,Pass,2022-06-22 ,Operator_76,Type2,2,Chip_396227,Pass,Pass,Fail,GSM,Key_4618,Serial_8129,ICCID_483857,Operator_103,Pass,Pass,Pass,Log_31095,PO-0042
Batch_343,JO_00343,2022-06-16 ,Operator_33,Offset Ink,PET,38,1444,519,925,827,617,Match_Poor,Pass,Pass,Pass,Pass,2022-06-26 ,Operator_52,Type2,0,Chip_719703,Pass,Pass,Pass,UMTS,Key_3140,Serial_7070,ICCID_849932,Operator_110,Pass,Pass,Pass,Log_90145,PO-0043
Batch_344,JO_00344,2022-06-17 ,Operator_28,Offset Ink,PET,11,429,338,91,415,14,Match_Good,Pass,Pass,Pass,Pass,2022-06-21 ,Operator_73,Type2,1,Chip_607433,Pass,Pass,Pass,GSM,Key_4032,Serial_5651,ICCID_875773,Operator_105,Pass,Pass,Pass,Log_66743,PO-0044
